announced_date,region,number_of_facilities,total_number_of_quarantine_people,total_covid_confirmed_cases,new_positive_within_24hrs,deceased,new_deceased,ref
2020-04-15,Rakhine,136,806,,,,,http://mohs.gov.mm/su/hkmc3500HK
2020-04-15,Tanintharyi,228,807,,,,,http://mohs.gov.mm/su/hkmc3500HK
2020-04-15,Kachin,289,3286,,,,,http://mohs.gov.mm/su/hkmc3500HK
2020-04-15,Chin,17,94,,,,,http://mohs.gov.mm/su/hkmc3500HK
2020-04-17,Yangon,22,1329,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Mandalay,779,4286,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Bago,756,5623,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Shan (North),282,1654,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Shan (East),22,902,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Magway,2694,9810,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Kayin,422,3193,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Kayah,18,123,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Mon,152,1813,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Sagaing,1446,5446,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Ayeyarwady,212,929,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Shan (South),218,1701,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Nay Pyi Taw,3,1013,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Rakhine,144,897,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Tanintharyi,228,769,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Kachin,333,3713,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-17,Chin,22,107,,,,,http://mohs.gov.mm/su/lrxe4975LR
2020-04-18,Yangon,22,1329,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Mandalay,784,4289,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Bago,756,5327,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Shan (North),282,1805,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Shan (East),22,961,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Magway,2694,9810,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Kayin,426,3199,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Kayah,18,113,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Mon,151,1823,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Sagaing,1446,6028,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Ayeyarwady,222,933,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Shan (South),219,1681,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Nay Pyi Taw,3,1020,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Rakhine,144,895,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Tanintharyi,228,769,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Kachin,333,4277,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-18,Chin,22,123,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2013%20(19-4-2020).pdf
2020-04-19,Yangon,22,1361,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Mandalay,784,4308,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Bago,756,5327,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Shan (North),282,2087,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Shan (East),22,972,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Magway,2694,18242,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Kayin,425,3201,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Kayah,18,109,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Mon,149,1827,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Sagaing,1446,6692,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Ayeyarwady,222,899,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Shan (South),219,1690,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Nay Pyi Taw,3,1064,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Rakhine,144,1015,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Tanintharyi,228,674,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Kachin,333,4688,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-19,Chin,22,126,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2014%20(20-4-2020).pdf
2020-04-20,Yangon,22,1346,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Mandalay,762,3814,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Bago,644,3659,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Shan (North),233,2189,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Shan (East),39,1458,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Magway,1755,8754,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Kayin,425,2913,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Kayah,18,138,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Mon,149,1784,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Sagaing,1468,7116,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Ayeyarwady,240,839,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Shan (South),219,1660,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Nay Pyi Taw,3,1035,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Rakhine,162,985,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Tanintharyi,228,633,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Kachin,408,5082,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-20,Chin,33,133,,,,,https://www.mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FSituation%20Report%20(CEU)%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2015%20(21-4-2020).pdf
2020-04-21,Yangon,22,781,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Mandalay,705,3403,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Bago,578,3577,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Shan (North),245,2250,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Shan (East),41,896,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Magway,1754,8595,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Kayin,425,3212,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Kayah,18,152,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Mon,486,1628,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Sagaing,1468,7291,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Ayeyarwady,240,825,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Shan (South),426,1510,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Nay Pyi Taw,3,1018,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Rakhine,165,1087,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Tanintharyi,228,578,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Kachin,421,5404,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-21,Chin,33,133,,,,,http://mohs.gov.mm/su/yghk9503YG
2020-04-22,Yangon,21,844,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Mandalay,678,3183,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Bago,578,3577,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Shan (North),430,1310,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Shan (East),37,1637,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Magway,1755,7890,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Kayin,424,1505,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Kayah,18,176,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Mon,98,970,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Sagaing,1468,7409,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Ayeyarwady,249,832,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Shan (South),430,1320,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Nay Pyi Taw,3,1076,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Rakhine,165,1078,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Tanintharyi,228,502,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Kachin,428,5483,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-22,Chin,33,163,,,,,http://mohs.gov.mm/su/pkrd6409PK
2020-04-23,Yangon,13,637,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Mandalay,584,3061,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Bago,566,3499,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Shan (North),271,2076,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Shan (East),39,1641,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Magway,1755,7890,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Kayin,374,1106,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Kayah,24,203,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Mon,90,909,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Sagaing,1633,7506,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Ayeyarwady,408,2109,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Shan (South),183,1265,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Nay Pyi Taw,11,1708,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Rakhine,162,1796,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Tanintharyi,228,508,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Kachin,438,5266,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-23,Chin,33,163,,,,,http://mohs.gov.mm/su/xjqw8973XJ
2020-04-24,Yangon,12,602,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Mandalay,580,2998,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Bago,521,2902,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Shan (North),281,2736,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Magway,1755,7439,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Kayin,371,1029,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Mon,68,794,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Ayeyarwady,527,3101,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Shan (East),39,1638,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Kayah,24,222,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Shan (South),176,1178,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Nay Pyi Taw,11,1225,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Sagaing,1633,7673,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Rakhine,162,1802,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Tanintharyi,228,697,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Kachin,455,5350,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-24,Chin,33,186,,,,,http://mohs.gov.mm/su/dsqi2257DS
2020-04-25,Yangon,12,663,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Mandalay,562,2985,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Bago,490,2728,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Shan (North),282,2758,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Magway,1755,7439,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Kayin,370,1012,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Mon,59,710,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Ayeyarwady,693,4430,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Shan (East),39,1596,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Kayah,24,237,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Shan (South),161,1101,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Nay Pyi Taw,11,1240,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Sagaing,1633,7573,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Rakhine,207,1789,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Tanintharyi,228,738,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Kachin,461,5478,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-25,Chin,33,194,,,,,http://mohs.gov.mm/su/ette2499ET
2020-04-27,Yangon,56,1365,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Mandalay,594,3201,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Bago,470,2645,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Shan (North),282,3055,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Magway,2690,6178,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Kayin,344,782,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Mon,39,480,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Ayeyarwady,897,4536,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Shan (East),39,1568,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Kayah,24,246,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Shan (South),157,910,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Nay Pyi Taw,11,1217,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Sagaing,1958,7365,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Rakhine,201,1735,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Tanintharyi,228,680,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Kachin,476,5291,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-27,Chin,33,199,,,,,http://mohs.gov.mm/su/dkkg2236DK
2020-04-28,Yangon,56,1340,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FApril_2020%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2022%20(29-4-2020)_.pdf
2020-04-28,Mandalay,628,3494,,,,,https://mohs.gov.mm/ckfinder/connector?command=Proxy&lang=en&type=Main&currentFolder=%2FPublications%2FCOVID-19%2FApril_2020%2F&hash=a6a1c319429b7abc0a8e21dc137ab33930842cf5&fileName=Sitrep%2022%20(29-4-2020)_.pdf
